comment,cleaned_text,l_xlm,c_xlm,l_bert,c_bert
ඕවා එම්යලම්ට මුම්කුත් කියම්න එම්පා. එයාලම්ට එයාලම්ගේ අම්ම තාත්තට වමඩා වැම්දගත් මුන් 7 දෙම්නා. GIF,ඕවා එම්යලම්ට මුම්කුත් කියම්න එම්පා. එයාලම්ට එයාලම්ගේ අම්ම තාත්තට වමඩා වැම්දගත් මුන් 7 දෙම්නා. GIF,Harassment,0.6392,Harassment,0.7632
පල සක්කිලි පර බල්ලා. උබට දාපු ඇට කටුවට ගිහින් උබේ අම්මව විකුණපන්.,පල සක්කිලි පර බල්ලා. උබට දාපු ඇට කටුවට ගිහින් උබේ අම්මව විකුණපන්.,Harassment,0.6191,Harassment,0.9849
අම්ම්බානට හෙන ගගහා වහිනවා මට හොදටම දාඩිය දානවා,අම්ම්බානට හෙන ගගහා වහිනවා මට හොදටම දාඩිය දානවා,Harassment,0.6387,Harassment,0.468
මූට ගෙවල් නෑ මල්ලිහ්.. මුගේ අම්මා අයාලේ ගිහින් මූව දොට්ට දාලා අවජාතක නිසා.. ජාතකේ හොයාගන්න බැරි වුන මූ තාම පාරක් පාරක් ගානේ ඇවිදිනවා,මූට ගෙවල් නෑ මල්ලිහ්.. මුගේ අම්මා අයාලේ ගිහින් මූව දොට්ට දාලා අවජාතක නිසා.. ජාතකේ හොයාගන්න බැරි වුන මූ තාම පාරක් පාරක් ගානේ ඇවිදිනවා,Harassment,0.5239,Harassment,0.9028
ඔයාගෙ 'වර්ගෙ' අය කියන්නෙ එකම දේනෙ. 1. එන්න නම්කි මගෙ චූව පෙන්නන්න. . එන්න නම්කි මම උයාට කරල පෙන්නන්න . උයාගෙ අම්ම වේසියක්ද නම්කි? . උයාගෙ තාත්තා හම්බයෙක්ද නම්කි? . ගිහින් හම්බයන්ට පුක දෙන්න නම්කි ඔය ටිකෙන් පිට දෙයක් ඔයාගෙ වර්ගෙ අයට කියන්න නෑනෙ. ඕවට බය වෙන්න මට විකාරැයි.,ඔයාගෙ 'වර්ගෙ' අය කියන්නෙ එකම දේනෙ. 1. එන්න නම්කි මගෙ චූව පෙන්නන්න. . එන්න නම්කි මම උයාට කරල පෙන්නන්න . උයාගෙ අම්ම වේසියක්ද නම්කි? . උයාගෙ තාත්තා හම්බයෙක්ද නම්කි? . ගිහින් හම්බයන්ට පුක දෙන්න නම්කි ඔය ටිකෙන් පිට දෙයක් ඔයාගෙ වර්ගෙ අයට කියන්න නෑනෙ. ඕවට බය වෙන්න මට විකාරැයි.,Harassment,0.5884,Harassment,0.9756
අම්ම ගහයි. ඉමස්ක් ගන්නම වෙනව ඉතින්. ආයෙ කොරෝන ලොවෙත් හැදෙන්නෙ නෑ ච්නෙට් · 6 අප‍ 2020 ඉමස්ක් උර්ල්,අම්ම ගහයි. ඉමස්ක් ගන්නම වෙනව ඉතින්. ආයෙ කොරෝන ලොවෙත් හැදෙන්නෙ නෑ ච්නෙට් · 6 අප‍ 2020 ඉමස්ක් උර්ල්,Harassment,0.5576,Harassment,0.8496
අම්මපා දැන් උඹ වලන්ද හෝදන්නේ පින්ගන්ද? මටනම් පෙන්නේ උඹේ ජාතකේ පොඩ්ඩක් අප්සට් වගේ. පොඩ්ඩක් හොයලා බලපන්.,අම්මපා දැන් උඹ වලන්ද හෝදන්නේ පින්ගන්ද? මටනම් පෙන්නේ උඹේ ජාතකේ පොඩ්ඩක් අප්සට් වගේ. පොඩ්ඩක් හොයලා බලපන්.,Harassment,0.7925,Harassment,0.9688
අම්මගේ රෙද්ද තමයි..... රටම පාවා දුන්න අවජාතකයාගේ මඩ හාේදන පාලම් කොක්කු ඉන්නවනේ.... උර්ල්,අම්මගේ රෙද්ද තමයි..... රටම පාවා දුන්න අවජාතකයාගේ මඩ හාේදන පාලම් කොක්කු ඉන්නවනේ.... උර්ල්,Harassment,0.7876,Harassment,0.8604
හැසිරෙන ආකාරයෙනුත් මිනිහෙක්ගෙ අධ්‍යාපන මට්ටම තේරුම් ගන්න එච්චර අමාරු නෑ අම්මෙක් අප්පෙක්ට ජාතක උනා නම් ඌ අනිත් උන්ගෙ අම්ම අප්ප මතක් කරන්නෙ නෑ රනිල් කොල්ලො ගහනව කියන ඔයාගෙන් මම අහන්නෙ ඇත්තටම කොහොමද ඔයා දන්නෙ ඔයා රනිල් එක්ක හිටියද ඇත්‍තටම,හැසිරෙන ආකාරයෙනුත් මිනිහෙක්ගෙ අධ්‍යාපන මට්ටම තේරුම් ගන්න එච්චර අමාරු නෑ අම්මෙක් අප්පෙක්ට ජාතක උනා නම් ඌ අනිත් උන්ගෙ අම්ම අප්ප මතක් කරන්නෙ නෑ රනිල් කොල්ලො ගහනව කියන ඔයාගෙන් මම අහන්නෙ ඇත්තටම කොහොමද ඔයා දන්නෙ ඔයා රනිල් එක්ක හිටියද ඇත්‍තටම,Harassment,0.6279,Harassment,0.8306
"එහෙම කියන උබලා, වැල්ලෙ රීලා අමාරුවෙන් රැල්ලෙන් ඉස්සි ඉස්සි පුප හෝදගනිපු එක්කාගේ අම්ම මුත්ත මතක් කරනවා. දැක්කම.","එහෙම කියන උබලා, වැල්ලෙ රීලා අමාරුවෙන් රැල්ලෙන් ඉස්සි ඉස්සි පුප හෝදගනිපු එක්කාගේ අම්ම මුත්ත මතක් කරනවා. දැක්කම.",Harassment,0.7402,Harassment,0.9487
උබේ අම්මාගේ රස්‍තියාදුව කියල ගහලා පොතක් ලියපන් අවජාතක පො.$&@ යෝ උර්ල්,උබේ අම්මාගේ රස්‍තියාදුව කියල ගහලා පොතක් ලියපන් අවජාතක පො.$&@ යෝ උර්ල්,Harassment,0.7773,Harassment,0.9175
මෝඩ බයියෙක්: - උඹේ අම්මට නම් අනිවා තම්බියෙක් කෙලළ තියෙන්නෙ..ඒකනෙ ඕයි කැක්කුම.. මම:- දැන් උබට ෂුවර්ද උබේ අම්ම ලිංගික සන්තර්පනය ලැබුවෙ පෙරාපු සිංහලයො එක්කො විතරයි කියල? ගොන් කතානෙ බම්. ඒක උබ දන්නෙත් නෑ. අම්ම... උර්ල්,මෝඩ බයියෙක්: - උඹේ අම්මට නම් අනිවා තම්බියෙක් කෙලළ තියෙන්නෙ..ඒකනෙ ඕයි කැක්කුම.. මම:- දැන් උබට ෂුවර්ද උබේ අම්ම ලිංගික සන්තර්පනය ලැබුවෙ පෙරාපු සිංහලයො එක්කො විතරයි කියල? ගොන් කතානෙ බම්. ඒක උබ දන්නෙත් නෑ. අම්ම... උර්ල්,Harassment,0.6973,Harassment,0.9668
"කොටට ඇඳපු පලියට, පච්චයක් ගහපු පලියට කෙල්ලෙක් බඩුවක් වෙනවා නම්, 70/80 ගනන් වල මිනි ගවුම ඇඳපු ආච්චිලා දාව ජාතක වුන අපේ අම්මලා අප්පලා අවජාතක වෙන්න ඕනා..","කොටට ඇඳපු පලියට, පච්චයක් ගහපු පලියට කෙල්ලෙක් බඩුවක් වෙනවා නම්, 70/80 ගනන් වල මිනි ගවුම ඇඳපු ආච්චිලා දාව ජාතක වුන අපේ අම්මලා අප්පලා අවජාතක වෙන්න ඕනා..",Harassment,0.7129,Harassment,0.9395
